source,destination,relationship
/doctor-answers/can-dandruff-cause-hair-loss,/doctor-answers/why-hair-falls-more-on-wash-days,related-question
/doctor-answers/can-dandruff-cause-hair-loss,/doctor-answers/when-widening-part-needs-assessment,related-question
/doctor-answers/why-hairline-receding-one-side,/doctor-answers,parent-hub
/doctor-answers/why-hairline-receding-one-side,/concerns/hair-loss-scalp/receding-hairline,related-concern
/doctor-answers/why-hairline-receding-one-side,/treatments/hair-restoration/advanced-hair-fall-solutions,related-treatment
/doctor-answers/why-hairline-receding-one-side,/doctor-answers/how-many-grafts-receding-hairline,related-question
/doctor-answers/why-hairline-receding-one-side,/doctor-answers/why-scalp-visible-under-bright-light,related-question
/doctor-answers/how-many-grafts-receding-hairline,/doctor-answers,parent-hub
/doctor-answers/how-many-grafts-receding-hairline,/concerns/hair-transplant/graft-number-planning,related-concern
/doctor-answers/how-many-grafts-receding-hairline,/treatments/hair-restoration/fue-hair-transplant,related-treatment
/doctor-answers/how-many-grafts-receding-hairline,/hair-transplant-bhubaneswar,related-guide
/doctor-answers/how-many-grafts-receding-hairline,/doctor-answers/can-hair-transplant-work-weak-donor,related-question
/doctor-answers/how-many-grafts-receding-hairline,/doctor-answers/why-hairline-receding-one-side,related-question
/doctor-answers/can-hair-transplant-work-weak-donor,/doctor-answers,parent-hub
/doctor-answers/can-hair-transplant-work-weak-donor,/concerns/hair-transplant/donor-area-thinning,related-concern
/doctor-answers/can-hair-transplant-work-weak-donor,/treatments/hair-restoration/fue-hair-transplant,related-treatment
/doctor-answers/can-hair-transplant-work-weak-donor,/doctor-answers/how-many-grafts-receding-hairline,related-question
/doctor-answers/can-hair-transplant-work-weak-donor,/doctor-answers/can-transplanted-hair-fall-out-years-later,related-question
/doctor-answers/how-long-redness-after-hair-transplant,/doctor-answers,parent-hub
/doctor-answers/how-long-redness-after-hair-transplant,/concerns/hair-transplant/hair-transplant-growth-timeline,related-concern
/doctor-answers/how-long-redness-after-hair-transplant,/treatments/hair-restoration/fue-hair-transplant,related-treatment
/doctor-answers/how-long-redness-after-hair-transplant,/doctor-answers/when-wash-hair-after-transplant,related-question
/doctor-answers/how-long-redness-after-hair-transplant,/doctor-answers/how-sleep-after-hair-transplant,related-question
/doctor-answers/when-wash-hair-after-transplant,/doctor-answers,parent-hub
/doctor-answers/when-wash-hair-after-transplant,/concerns/hair-transplant/hair-transplant-growth-timeline,related-concern
/doctor-answers/when-wash-hair-after-transplant,/treatments/hair-restoration/fue-hair-transplant,related-treatment
/doctor-answers/when-wash-hair-after-transplant,/doctor-answers/how-long-redness-after-hair-transplant,related-question
/doctor-answers/when-wash-hair-after-transplant,/doctor-answers/how-sleep-after-hair-transplant,related-question
/doctor-answers/how-sleep-after-hair-transplant,/doctor-answers,parent-hub
/doctor-answers/how-sleep-after-hair-transplant,/concerns/hair-transplant/hair-transplant-growth-timeline,related-concern
/doctor-answers/how-sleep-after-hair-transplant,/treatments/hair-restoration/fue-hair-transplant,related-treatment
/doctor-answers/how-sleep-after-hair-transplant,/doctor-answers/when-wash-hair-after-transplant,related-question
/doctor-answers/how-sleep-after-hair-transplant,/doctor-answers/when-exercise-after-hair-transplant,related-question
/doctor-answers/when-exercise-after-hair-transplant,/doctor-answers,parent-hub
/doctor-answers/when-exercise-after-hair-transplant,/concerns/hair-transplant/hair-transplant-growth-timeline,related-concern
/doctor-answers/when-exercise-after-hair-transplant,/treatments/hair-restoration/fue-hair-transplant,related-treatment
/doctor-answers/when-exercise-after-hair-transplant,/doctor-answers/when-wear-helmet-after-hair-transplant,related-question
/doctor-answers/when-exercise-after-hair-transplant,/doctor-answers/how-sleep-after-hair-transplant,related-question
/doctor-answers/when-wear-helmet-after-hair-transplant,/doctor-answers,parent-hub
/doctor-answers/when-wear-helmet-after-hair-transplant,/concerns/hair-transplant/hair-transplant-growth-timeline,related-concern
/doctor-answers/when-wear-helmet-after-hair-transplant,/treatments/hair-restoration/fue-hair-transplant,related-treatment
/doctor-answers/when-wear-helmet-after-hair-transplant,/doctor-answers/when-exercise-after-hair-transplant,related-question
/doctor-answers/when-wear-helmet-after-hair-transplant,/doctor-answers/when-wash-hair-after-transplant,related-question
/doctor-answers/can-transplanted-hair-fall-out-years-later,/doctor-answers,parent-hub
/doctor-answers/can-transplanted-hair-fall-out-years-later,/concerns/hair-transplant/hair-transplant-growth-timeline,related-concern
/doctor-answers/can-transplanted-hair-fall-out-years-later,/treatments/hair-restoration/fue-hair-transplant,related-treatment
/doctor-answers/can-transplanted-hair-fall-out-years-later,/doctor-answers/when-transplanted-hair-start-growing,related-question
/doctor-answers/can-transplanted-hair-fall-out-years-later,/doctor-answers/can-hair-transplant-work-weak-donor,related-question
/doctor-answers/why-adult-acne-on-jawline,/doctor-answers,parent-hub
/doctor-answers/why-adult-acne-on-jawline,/concerns/acne/adult-acne,related-concern
/doctor-answers/why-adult-acne-on-jawline,/skin-clinic-bhubaneswar,related-treatment
/doctor-answers/why-adult-acne-on-jawline,/doctor-answers/why-acne-keeps-returning,related-question
/doctor-answers/why-adult-acne-on-jawline,/doctor-answers/skin-purging-or-breakout,related-question
/doctor-answers/skin-purging-or-breakout,/doctor-answers,parent-hub
/doctor-answers/skin-purging-or-breakout,/concerns/acne/acne-purging-vs-breakout,related-concern
/doctor-answers/skin-purging-or-breakout,/skin-clinic-bhubaneswar,related-treatment
/doctor-answers/skin-purging-or-breakout,/doctor-answers/why-acne-keeps-returning,related-question
/doctor-answers/skin-purging-or-breakout,/doctor-answers/can-skin-be-oily-and-dehydrated,related-question
/doctor-answers/does-popping-pimples-cause-scars,/doctor-answers,parent-hub
/doctor-answers/does-popping-pimples-cause-scars,/concerns/acne/inflammatory-acne,related-concern
/doctor-answers/does-popping-pimples-cause-scars,/skin-clinic-bhubaneswar,related-treatment
/doctor-answers/does-popping-pimples-cause-scars,/doctor-answers/when-see-doctor-for-acne,related-question
/doctor-answers/does-popping-pimples-cause-scars,/doctor-answers/acne-marks-vs-acne-scars,related-question
/doctor-answers/why-acne-after-shaving,/doctor-answers,parent-hub
/doctor-answers/why-acne-after-shaving,/concerns/acne/inflammatory-acne,related-concern
/doctor-answers/why-acne-after-shaving,/skin-clinic-bhubaneswar,related-treatment
/doctor-answers/why-acne-after-shaving,/doctor-answers/why-adult-acne-on-jawline,related-question
/doctor-answers/why-acne-after-shaving,/doctor-answers/when-see-doctor-for-acne,related-question
/doctor-answers/when-see-doctor-for-acne,/doctor-answers,parent-hub
/doctor-answers/when-see-doctor-for-acne,/concerns/acne/acne,related-concern
/doctor-answers/when-see-doctor-for-acne,/skin-clinic-bhubaneswar,related-treatment
/doctor-answers/when-see-doctor-for-acne,/doctor-answers/why-acne-keeps-returning,related-question
/doctor-answers/when-see-doctor-for-acne,/doctor-answers/does-popping-pimples-cause-scars,related-question
/doctor-answers/can-skin-be-oily-and-dehydrated,/doctor-answers,parent-hub
/doctor-answers/can-skin-be-oily-and-dehydrated,/concerns/acne/acne,related-concern
/doctor-answers/can-skin-be-oily-and-dehydrated,/skin-clinic-bhubaneswar,related-treatment
/doctor-answers/can-skin-be-oily-and-dehydrated,/doctor-answers/skin-purging-or-breakout,related-question
/doctor-answers/can-skin-be-oily-and-dehydrated,/doctor-answers/why-pores-look-large-on-nose,related-question
/doctor-answers/acne-marks-vs-acne-scars,/doctor-answers,parent-hub
/doctor-answers/acne-marks-vs-acne-scars,/concerns/acne-scars/acne-scars,related-concern
/doctor-answers/acne-marks-vs-acne-scars,/treatments/skin-laser/acne-scar-revision,related-treatment
/doctor-answers/acne-marks-vs-acne-scars,/doctor-answers/can-deep-acne-scars-improve,related-question
/doctor-answers/acne-marks-vs-acne-scars,/doctor-answers/enlarged-pores-or-acne-scars,related-question
/doctor-answers/can-ice-pick-acne-scars-improve,/doctor-answers,parent-hub
/doctor-answers/can-ice-pick-acne-scars-improve,/concerns/acne-scars/ice-pick-scars,related-concern
/doctor-answers/can-ice-pick-acne-scars-improve,/treatments/skin-laser/acne-scar-revision,related-treatment
/doctor-answers/can-ice-pick-acne-scars-improve,/doctor-answers/which-acne-scar-treatment-is-best,related-question
/doctor-answers/can-ice-pick-acne-scars-improve,/doctor-answers/how-many-sessions-acne-scars,related-question
/doctor-answers/enlarged-pores-or-acne-scars,/doctor-answers,parent-hub
/doctor-answers/enlarged-pores-or-acne-scars,/concerns/acne-scars/acne-scars,related-concern
/doctor-answers/enlarged-pores-or-acne-scars,/treatments/skin-laser/acne-scar-revision,related-treatment
/doctor-answers/enlarged-pores-or-acne-scars,/doctor-answers/acne-marks-vs-acne-scars,related-question
/doctor-answers/enlarged-pores-or-acne-scars,/doctor-answers/why-combination-treatment-acne-scars,related-question
/doctor-answers/how-many-sessions-acne-scars,/doctor-answers,parent-hub
/doctor-answers/how-many-sessions-acne-scars,/concerns/acne-scars/acne-scars,related-concern
/doctor-answers/how-many-sessions-acne-scars,/treatments/skin-laser/acne-scar-revision,related-treatment
/doctor-answers/how-many-sessions-acne-scars,/doctor-answers/why-combination-treatment-acne-scars,related-question
/doctor-answers/how-many-sessions-acne-scars,/doctor-answers/which-acne-scar-treatment-is-best,related-question
/doctor-answers/why-combination-treatment-acne-scars,/doctor-answers,parent-hub
/doctor-answers/why-combination-treatment-acne-scars,/concerns/acne-scars/acne-scars,related-concern
/doctor-answers/why-combination-treatment-acne-scars,/treatments/skin-laser/acne-scar-revision,related-treatment
/doctor-answers/why-combination-treatment-acne-scars,/doctor-answers/how-many-sessions-acne-scars,related-question
/doctor-answers/why-combination-treatment-acne-scars,/doctor-answers/can-ice-pick-acne-scars-improve,related-question
/doctor-answers/melasma-vs-hyperpigmentation,/doctor-answers,parent-hub
/doctor-answers/melasma-vs-hyperpigmentation,/concerns/pigmentation/melasma,related-concern
/doctor-answers/melasma-vs-hyperpigmentation,/treatments/skin-laser/laser-pigmentation-program,related-treatment
/doctor-answers/melasma-vs-hyperpigmentation,/doctor-answers/why-melasma-returns,related-question
/doctor-answers/melasma-vs-hyperpigmentation,/doctor-answers/can-sunscreen-prevent-pigmentation-returning,related-question
/doctor-answers/why-pigmentation-worse-after-treatment,/doctor-answers,parent-hub
/doctor-answers/why-pigmentation-worse-after-treatment,/concerns/pigmentation/pigmentation,related-concern
/doctor-answers/why-pigmentation-worse-after-treatment,/treatments/skin-laser/laser-pigmentation-program,related-treatment
/doctor-answers/why-pigmentation-worse-after-treatment,/doctor-answers/melasma-vs-hyperpigmentation,related-question
/doctor-answers/why-pigmentation-worse-after-treatment,/doctor-answers/can-sunscreen-prevent-pigmentation-returning,related-question
/doctor-answers/can-sunscreen-prevent-pigmentation-returning,/doctor-answers,parent-hub
/doctor-answers/can-sunscreen-prevent-pigmentation-returning,/concerns/pigmentation/melasma,related-concern
/doctor-answers/can-sunscreen-prevent-pigmentation-returning,/treatments/skin-laser/laser-pigmentation-program,related-treatment
/doctor-answers/can-sunscreen-prevent-pigmentation-returning,/doctor-answers/why-melasma-returns,related-question
/doctor-answers/can-sunscreen-prevent-pigmentation-returning,/doctor-answers/why-pigmentation-worse-after-treatment,related-question
/doctor-answers/what-causes-darkness-around-mouth,/doctor-answers,parent-hub
/doctor-answers/what-causes-darkness-around-mouth,/concerns/pigmentation/pigmentation,related-concern
/doctor-answers/what-causes-darkness-around-mouth,/skin-clinic-bhubaneswar,related-treatment
/doctor-answers/what-causes-darkness-around-mouth,/doctor-answers/melasma-vs-hyperpigmentation,related-question
/doctor-answers/what-causes-darkness-around-mouth,/doctor-answers/tan-vs-pigmentation,related-question
/doctor-answers/tan-vs-pigmentation,/doctor-answers,parent-hub
/doctor-answers/tan-vs-pigmentation,/concerns/pigmentation/tanning,related-concern
/doctor-answers/tan-vs-pigmentation,/treatments/skin-laser/laser-pigmentation-program,related-treatment
/doctor-answers/tan-vs-pigmentation,/doctor-answers/what-causes-darkness-around-mouth,related-question
/doctor-answers/tan-vs-pigmentation,/doctor-answers/can-sunscreen-prevent-pigmentation-returning,related-question
/doctor-answers/why-pores-look-large-on-nose,/doctor-answers,parent-hub
/doctor-answers/why-pores-look-large-on-nose,/concerns/skin-texture/enlarged-pores,related-concern
/doctor-answers/why-pores-look-large-on-nose,/skin-clinic-bhubaneswar,related-treatment
/doctor-answers/why-pores-look-large-on-nose,/doctor-answers/enlarged-pores-or-acne-scars,related-question
/doctor-answers/why-pores-look-large-on-nose,/doctor-answers/can-skin-be-oily-and-dehydrated,related-question
/doctor-answers/damaged-skin-barrier-or-dry-skin,/doctor-answers,parent-hub
/doctor-answers/damaged-skin-barrier-or-dry-skin,/concerns/skin-texture/dehydrated-skin,related-concern
/doctor-answers/damaged-skin-barrier-or-dry-skin,/skin-clinic-bhubaneswar,related-treatment
/doctor-answers/damaged-skin-barrier-or-dry-skin,/doctor-answers/can-skin-be-oily-and-dehydrated,related-question
/doctor-answers/damaged-skin-barrier-or-dry-skin,/doctor-answers/why-skin-dull-despite-skincare,related-question
/doctor-answers/why-skin-dull-despite-skincare,/doctor-answers,parent-hub
/doctor-answers/why-skin-dull-despite-skincare,/concerns/skin-texture/dull-skin,related-concern
/doctor-answers/why-skin-dull-despite-skincare,/skin-clinic-bhubaneswar,related-treatment
/doctor-answers/why-skin-dull-despite-skincare,/doctor-answers/damaged-skin-barrier-or-dry-skin,related-question
/doctor-answers/why-skin-dull-despite-skincare,/doctor-answers/tan-vs-pigmentation,related-question
/doctor-answers/under-eye-hollows-vs-eye-bags,/doctor-answers,parent-hub
/doctor-answers/under-eye-hollows-vs-eye-bags,/concerns/aging-aesthetics/under-eye-bags,related-concern
/doctor-answers/under-eye-hollows-vs-eye-bags,/treatments/aesthetic-dermatology/injectable-aesthetics,related-treatment
/doctor-answers/under-eye-hollows-vs-eye-bags,/doctor-answers/are-injectable-aesthetic-treatments-safe,related-question
/doctor-answers/under-eye-hollows-vs-eye-bags,/doctor-answers/how-long-nonsurgical-aesthetic-results-last,related-question
/doctor-answers/are-injectable-aesthetic-treatments-safe,/doctor-answers,parent-hub
/doctor-answers/are-injectable-aesthetic-treatments-safe,/concerns/aging-aesthetics/facial-volume-loss,related-concern
/doctor-answers/are-injectable-aesthetic-treatments-safe,/treatments/aesthetic-dermatology/injectable-aesthetics,related-treatment
/doctor-answers/are-injectable-aesthetic-treatments-safe,/doctor-answers/under-eye-hollows-vs-eye-bags,related-question
/doctor-answers/are-injectable-aesthetic-treatments-safe,/doctor-answers/how-long-nonsurgical-aesthetic-results-last,related-question
/doctor-answers/how-long-nonsurgical-aesthetic-results-last,/doctor-answers,parent-hub
/doctor-answers/how-long-nonsurgical-aesthetic-results-last,/concerns/aging-aesthetics/skin-laxity,related-concern
/doctor-answers/how-long-nonsurgical-aesthetic-results-last,/treatments/aesthetic-dermatology/injectable-aesthetics,related-treatment
/doctor-answers/how-long-nonsurgical-aesthetic-results-last,/doctor-answers/are-injectable-aesthetic-treatments-safe,related-question
/doctor-answers/how-long-nonsurgical-aesthetic-results-last,/doctor-answers/under-eye-hollows-vs-eye-bags,related-question
/doctor-answers/laser-hair-reduction-safe-darker-skin,/doctor-answers,parent-hub
/doctor-answers/laser-hair-reduction-safe-darker-skin,/concerns/laser-hair-reduction/laser-hair-removal-dark-skin,related-concern
/doctor-answers/laser-hair-reduction-safe-darker-skin,/treatments/skin-laser/laser-hair-reduction,related-treatment
/doctor-answers/laser-hair-reduction-safe-darker-skin,/doctor-answers/laser-hair-reduction-permanent,related-question
/doctor-answers/laser-hair-reduction-safe-darker-skin,/doctor-answers/does-pcos-affect-laser-hair-reduction,related-question
/doctor-answers/why-hair-grows-back-after-laser,/doctor-answers,parent-hub
/doctor-answers/why-hair-grows-back-after-laser,/concerns/laser-hair-reduction/laser-hair-reduction-suitability,related-concern
/doctor-answers/why-hair-grows-back-after-laser,/treatments/skin-laser/laser-hair-reduction,related-treatment
/doctor-answers/why-hair-grows-back-after-laser,/doctor-answers/laser-hair-reduction-permanent,related-question
/doctor-answers/why-hair-grows-back-after-laser,/doctor-answers/does-pcos-affect-laser-hair-reduction,related-question
/doctor-answers/does-pcos-affect-laser-hair-reduction,/doctor-answers,parent-hub
/doctor-answers/does-pcos-affect-laser-hair-reduction,/concerns/laser-hair-reduction/unwanted-facial-hair,related-concern
/doctor-answers/does-pcos-affect-laser-hair-reduction,/treatments/skin-laser/laser-hair-reduction,related-treatment
/doctor-answers/does-pcos-affect-laser-hair-reduction,/doctor-answers/why-hair-grows-back-after-laser,related-question
/doctor-answers/does-pcos-affect-laser-hair-reduction,/doctor-answers/laser-hair-reduction-safe-darker-skin,related-question
/doctor-answers/can-old-stretch-marks-improve,/doctor-answers,parent-hub
/doctor-answers/can-old-stretch-marks-improve,/concerns/scars-stretch-marks/stretch-marks,related-concern
/doctor-answers/can-old-stretch-marks-improve,/skin-clinic-bhubaneswar,related-treatment
/doctor-answers/can-old-stretch-marks-improve,/doctor-answers/keloid-or-raised-scar,related-question
/doctor-answers/can-old-stretch-marks-improve,/doctor-answers/how-long-nonsurgical-aesthetic-results-last,related-question
/doctor-answers/keloid-or-raised-scar,/doctor-answers,parent-hub
/doctor-answers/keloid-or-raised-scar,/concerns/scars-stretch-marks/raised-scars-keloids,related-concern
/doctor-answers/keloid-or-raised-scar,/skin-clinic-bhubaneswar,related-treatment
/doctor-answers/keloid-or-raised-scar,/doctor-answers/can-old-stretch-marks-improve,related-question
/doctor-answers/keloid-or-raised-scar,/doctor-answers/when-should-mole-be-checked,related-question
/doctor-answers/when-should-mole-be-checked,/doctor-answers,parent-hub
/doctor-answers/when-should-mole-be-checked,/concerns/other-skin-concerns/moles-and-warts,related-concern
/doctor-answers/when-should-mole-be-checked,/skin-clinic-bhubaneswar,related-treatment
/doctor-answers/when-should-mole-be-checked,/doctor-answers/when-excessive-sweating-needs-medical-check,related-question
/doctor-answers/when-should-mole-be-checked,/doctor-answers/keloid-or-raised-scar,related-question
/doctor-answers/when-excessive-sweating-needs-medical-check,/doctor-answers,parent-hub
/doctor-answers/when-excessive-sweating-needs-medical-check,/concerns/other-skin-concerns/excessive-sweating,related-concern
/doctor-answers/when-excessive-sweating-needs-medical-check,/skin-clinic-bhubaneswar,related-treatment
/doctor-answers/when-excessive-sweating-needs-medical-check,/doctor-answers/when-should-mole-be-checked,related-question
/doctor-answers/when-excessive-sweating-needs-medical-check,/doctor-answers/can-stress-cause-sudden-hair-shedding,related-question
