url,title,content_type,topic,source_material,legacy_source,video_source,risk_level,review_priority,medical_claims_present,reviewer,status
/about,Body Shaping,CLINIC_INFO,Clinic & Doctor,../output/markdown/clinic__body-shaping-bhuabaneswar.md,https://www.radianceclinics.com/body-shaping-bhuabaneswar/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/pigmentation-treatment-bhubaneswar,Skin Brightening Solutions,CONCERN,Pigmentation,../output/markdown/clinic__skin-brightening-solutions-radiance.md,https://www.radianceclinics.com/skin-brightening-solutions-radiance/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/pigmentation-treatment-bhubaneswar,Scalp Micropigmentation Bhubaneswar,CONCERN,Hair Loss & Scalp,../output/markdown/clinic__scalp-micropigmentation.md,https://www.radianceclinics.com/scalp-micropigmentation/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,Body Hair Transplant,TREATMENT,Hair Transplant,../output/markdown/clinic__body-hair-transplant.md,https://www.radianceclinics.com/body-hair-transplant/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge,PRP,TREATMENT,Hair Loss & Scalp,../output/markdown/clinic__prp.md,https://www.radianceclinics.com/treatment/hairfall/prp/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge,GFC,TREATMENT,Hair Loss & Scalp,../output/markdown/hair__gfc.md,https://www.radianceclinics.com/treatment/hairfall/gfc/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/treatments/aesthetic-dermatology/injectable-aesthetics,Are Fillers Treatments Safe?,DOCTOR_ANSWER_CANDIDATE,Ageing & Aesthetics,../output/markdown/clinic__are-fillers-treatments-safe.md,https://www.radianceclinics.com/post/are-fillers-treatments-safe/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/laser-hair-removal-bhubaneswar,Laser Hair Removal,TREATMENT,Laser Hair Reduction,../output/markdown/laser__laser-hair-removal.md,https://www.radianceclinics.com/post/laser-hair-removal/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/skin-clinic-bhubaneswar,Frequently Asked Questions,PATIENT_GUIDE,Skin Health,../output/markdown/skin__frequently-asked-questions.md,https://www.radianceclinics.com/frequently-asked-questions/,,HIGH,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/concerns/hair-loss-scalp/hair-loss,Why Radiance Skin and Hair Clinics is the best hair loss clinic in Bhubaneswar,DOCTOR_ANSWER_CANDIDATE,Hair Loss & Scalp,../output/markdown/clinic__why-radiance-skin-and-hair-clinics-is-the-best-hair-loss-clinic-in-bhubaneswar.md,https://www.radianceclinics.com/post/why-radiance-skin-and-hair-clinics-is-the-best-hair-loss-clinic-in-bhubaneswar/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,The quality of hair transplant service offered by Radiance Skin and Hair Clinics,TREATMENT,Hair Transplant,../output/markdown/clinic__the-quality-of-hair-transplant-service-offered-by-radiance-skin-and-hair-clinics.md,https://www.radianceclinics.com/post/the-quality-of-hair-transplant-service-offered-by-radiance-skin-and-hair-clinics/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/concerns/acne/acne,Things to Avoid if you have Acne-prone Skin,CONCERN,Acne,../output/markdown/clinic__things-to-avoid-if-you-have-acne-prone-skin.md,https://www.radianceclinics.com/post/things-to-avoid-if-you-have-acne-prone-skin/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge/four-misconceptions-people-have-about-laser-tattoo-removal-in-bhubaneswar,Four misconceptions people have about laser tattoo removal in Bhubaneswar,TREATMENT,Skin Health,../output/markdown/clinic__four-misconceptions-people-have-about-laser-tattoo-removal-in-bhubaneswar.md,https://www.radianceclinics.com/post/four-misconceptions-people-have-about-laser-tattoo-removal-in-bhubaneswar/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,Where to have a high density hair transplant in Bhubaneswar,LOCATION,Hair Transplant,../output/markdown/clinic__where-to-have-a-high-density-hair-transplant-in-bhubaneswar.md,https://www.radianceclinics.com/post/where-to-have-a-high-density-hair-transplant-in-bhubaneswar/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/pigmentation-treatment-bhubaneswar,The skin brightening treatment possible to have at Radiance Skin and Hair Clinics,TREATMENT,Pigmentation,../output/markdown/clinic__the-skin-brightening-treatment-possible-to-have-at-radiance-skin-and-hair-clinics.md,https://www.radianceclinics.com/post/the-skin-brightening-treatment-possible-to-have-at-radiance-skin-and-hair-clinics/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,Certain Myths about Hair Transplants for Young Men,TREATMENT,Hair Transplant,../output/markdown/clinic__certain-myths-about-hair-transplants-for-young-men.md,https://www.radianceclinics.com/post/certain-myths-about-hair-transplants-for-young-men/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge/is-it-possible-to-stop-saving-unwanted-hair,Is It Possible To Stop Saving Unwanted Hair,DOCTOR_ANSWER_CANDIDATE,Laser Hair Reduction,../output/markdown/clinic__is-it-possible-to-stop-saving-unwanted-hair.md,https://www.radianceclinics.com/post/is-it-possible-to-stop-saving-unwanted-hair/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/treatments/aesthetic-dermatology/injectable-aesthetics,Aging Gracefully with Botox: How It Can Enhance Your Natural Beauty,ARTICLE,Ageing & Aesthetics,../output/markdown/clinic__aging-gracefully-with-botox-how-it-can-enhance-your-natural-beauty.md,https://www.radianceclinics.com/post/aging-gracefully-with-botox-how-it-can-enhance-your-natural-beauty/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/laser-hair-removal-bhubaneswar,The Key to Lasting Smoothness: Unlock Laser Hair Removal,TREATMENT,Laser Hair Reduction,../output/markdown/clinic__the-key-to-lasting-smoothness-unlock-laser-hair-removal.md,https://www.radianceclinics.com/post/the-key-to-lasting-smoothness-unlock-laser-hair-removal/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/concerns/hair-loss-scalp/hair-loss,Say Goodbye to Monsoon Hair Loss: Easy Ways to Control Hairfall,CONCERN,Hair Loss & Scalp,../output/markdown/clinic__say-goodbye-to-monsoon-hair-loss-easy-ways-to-control-hairfall.md,https://www.radianceclinics.com/post/say-goodbye-to-monsoon-hair-loss-easy-ways-to-control-hairfall/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge/essential-skincare-tips-and-advice-from-dermatologists,Essential Skincare Tips and Advice from Dermatologists,ARTICLE,Skin Health,../output/markdown/skin__essential-skincare-tips-and-advice-from-dermatologists.md,https://www.radianceclinics.com/post/essential-skincare-tips-and-advice-from-dermatologists/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/concerns/hair-loss-scalp/hair-loss,Combat Hair Fall: Natural Remedies & Dermatologist Tips,CONCERN,Hair Loss & Scalp,../output/markdown/clinic__combat-hair-fall-natural-remedies-dermatologist-tips.md,https://www.radianceclinics.com/post/combat-hair-fall-natural-remedies-dermatologist-tips/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/treatments/aesthetic-dermatology/injectable-aesthetics,Fillers Treatment at Radiance Skin and Hair Clinics in Bhubaneswar,TREATMENT,Ageing & Aesthetics,../output/markdown/clinic__fillers-treatment-at-radiance-skin-and-hair-clinics-in-bhubaneswar.md,https://www.radianceclinics.com/post/fillers-treatment-at-radiance-skin-and-hair-clinics-in-bhubaneswar/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/about,Locks of Elegance: Where to Find Quality Hair Wigs,CLINIC_INFO,Clinic & Doctor,../output/markdown/clinic__locks-of-elegance-where-to-find-quality-hair-wigs.md,https://www.radianceclinics.com/post/locks-of-elegance-where-to-find-quality-hair-wigs/,,LOW,P1,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/pigmentation-treatment-bhubaneswar,Decoding the Cost of Chemical Peels in Odisha: Understanding the Factors Behind Pricing,TREATMENT,Pigmentation,../output/markdown/clinic__decoding-the-cost-of-chemical-peels-in-odisha-understanding-the-factors-behind-pricing.md,https://www.radianceclinics.com/post/decoding-the-cost-of-chemical-peels-in-odisha-understanding-the-factors-behind-pricing/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge/why-radiance-skin-and-hair-clinics-leads-in-stem-cell-transplants-in-odisha,Why Radiance Skin and Hair Clinics Leads in Stem Cell Transplants in Odisha,DOCTOR_ANSWER_CANDIDATE,Skin Health,../output/markdown/clinic__why-radiance-skin-and-hair-clinics-leads-in-stem-cell-transplants-in-odisha.md,https://www.radianceclinics.com/post/why-radiance-skin-and-hair-clinics-leads-in-stem-cell-transplants-in-odisha/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/treatments/aesthetic-dermatology/injectable-aesthetics,Botox vs. Fillers: Which is Right for You?,ARTICLE,Ageing & Aesthetics,../output/markdown/clinic__botox-vs-fillers-which-is-right-for-you.md,https://www.radianceclinics.com/post/botox-vs-fillers-which-is-right-for-you/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/about,Transform Your Look: The Benefits of Custom Hair Wigs,CLINIC_INFO,Clinic & Doctor,../output/markdown/clinic__transform-your-look-the-benefits-of-custom-hair-wigs.md,https://www.radianceclinics.com/post/transform-your-look-the-benefits-of-custom-hair-wigs/,,LOW,P1,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/concerns/hair-loss-scalp/hair-loss,What is the best permanent treatment for hair loss?,DOCTOR_ANSWER_CANDIDATE,Hair Loss & Scalp,../output/markdown/hair__what-is-the-best-permanent-treatment-for-hair-loss.md,https://www.radianceclinics.com/post/what-is-the-best-permanent-treatment-for-hair-loss/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/laser-hair-removal-bhubaneswar,Can Laser Hair Removal Permanently Remove Hair?,DOCTOR_ANSWER_CANDIDATE,Laser Hair Reduction,../output/markdown/clinic__can-laser-hair-removal-permanently-remove-hair.md,https://www.radianceclinics.com/post/can-laser-hair-removal-permanently-remove-hair/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,Is Hair Transplant the Right Solution for You? A Complete Guide on Hair Transplant,DOCTOR_ANSWER_CANDIDATE,Hair Transplant,../output/markdown/hair__is-hair-transplant-the-right-solution-for-you-a-complete-guide-on-hair-transplant.md,https://www.radianceclinics.com/post/is-hair-transplant-the-right-solution-for-you-a-complete-guide-on-hair-transplant/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/concerns/pigmentation/under-eye-dark-circles,Can Skin Clinics Help With Dark Circles and Under-Eye Concerns?,DOCTOR_ANSWER_CANDIDATE,Pigmentation,../output/markdown/skin__can-skin-clinics-help-with-dark-circles-and-under-eye-concerns.md,https://www.radianceclinics.com/post/can-skin-clinics-help-with-dark-circles-and-under-eye-concerns/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge/when-should-you-visit-a-skin-clinic-signs-and-symptoms-to-watch,When Should You Visit a Skin Clinic? Signs and Symptoms to Watch,DOCTOR_ANSWER_CANDIDATE,Skin Health,../output/markdown/skin__when-should-you-visit-a-skin-clinic-signs-and-symptoms-to-watch.md,https://www.radianceclinics.com/post/when-should-you-visit-a-skin-clinic-signs-and-symptoms-to-watch/,,HIGH,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/treatments/aesthetic-dermatology/injectable-aesthetics,Which Filler Is Right for You? Expert Advice,ARTICLE,Ageing & Aesthetics,../output/markdown/skin__which-filler-is-right-for-you-expert-advice.md,https://www.radianceclinics.com/post/which-filler-is-right-for-you-expert-advice/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/about,How Long Do Ombre Powder Eyebrows Last?,CLINIC_INFO,Clinic & Doctor,../output/markdown/clinic__how-long-do-ombre-powder-eyebrows-last.md,https://www.radianceclinics.com/post/how-long-do-ombre-powder-eyebrows-last/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/concerns/pigmentation/under-eye-dark-circles,What's The Cause Of Under-Eye Dark Circles And What Treatments Can Help?,DOCTOR_ANSWER_CANDIDATE,Pigmentation,../output/markdown/clinic__whats-the-cause-of-under-eye-dark-circles-and-what-treatments-can-help.md,https://www.radianceclinics.com/post/whats-the-cause-of-under-eye-dark-circles-and-what-treatments-can-help/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/about,Modern Treatments for Effective Fat Reduction,CLINIC_INFO,Clinic & Doctor,../output/markdown/clinic__modern-treatments-for-effective-fat-reduction.md,https://www.radianceclinics.com/post/modern-treatments-for-effective-fat-reduction/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/about,How Hair Shapes Self Image and Personal Confidence,CLINIC_INFO,Clinic & Doctor,../output/markdown/clinic__how-hair-shapes-self-image-and-personal-confidence.md,https://www.radianceclinics.com/post/how-hair-shapes-self-image-and-personal-confidence/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/about,What Diet and Lifestyle Changes Can Support Successful Hair Restoration,CLINIC_INFO,Clinic & Doctor,../output/markdown/clinic__what-diet-and-lifestyle-changes-can-support-successful-hair-restoration.md,https://www.radianceclinics.com/post/what-diet-and-lifestyle-changes-can-support-successful-hair-restoration/,,LOW,P1,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,Hair Transplant in Vizag,LOCATION,Hair Transplant,../output/markdown/clinic__hair-transplant-in-vizag.md,https://www.radianceclinics.com/hair-transplant-in-vizag/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,Hair Transplant in Kolkata,LOCATION,Hair Transplant,../output/markdown/clinic__hair-transplant-in-kolkata.md,https://www.radianceclinics.com/hair-transplant-in-kolkata/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,Hair Transplant in Balasore,LOCATION,Hair Transplant,../output/markdown/clinic__hair-transplant-in-balasore.md,https://www.radianceclinics.com/hair-transplant-in-balasore/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/pigmentation-treatment-bhubaneswar,Pigmentation Treatment Bhubaneswar,TREATMENT,Pigmentation,../output/markdown/skin__skin-pigmentation.md,https://www.radianceclinics.com/skin-pigmentation/,,HIGH,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/about,Ear Piercing,CLINIC_INFO,Clinic & Doctor,../output/markdown/clinic__ear-piercing.md,https://www.radianceclinics.com/ear-piercing/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/about,Body Piercing,CLINIC_INFO,Clinic & Doctor,../output/markdown/clinic__body-piercing.md,https://www.radianceclinics.com/body-piercing/,,LOW,P1,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/concerns/hair-loss-scalp/dandruff,Dandruff Treatment,TREATMENT,Hair Loss & Scalp,../output/markdown/clinic__dandruff-treatment.md,https://www.radianceclinics.com/dandruff-treatment/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/about,Premature Hair Grey Treatment,CLINIC_INFO,Clinic & Doctor,../output/markdown/clinic__premature-hair-grey-treatment.md,https://www.radianceclinics.com/premature-hair-grey-treatment/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge,Alopecia Treatment,TREATMENT,Hair Loss & Scalp,../output/markdown/clinic__alopecia-treatment.md,https://www.radianceclinics.com/alopecia-treatment/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/about,Inch Loss Treatment,CLINIC_INFO,Clinic & Doctor,../output/markdown/clinic__inch-loss-treatment.md,https://www.radianceclinics.com/inch-loss-treatment/,,HIGH,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/treatments/aesthetic-dermatology/injectable-aesthetics,Anti Wrinkle,PATIENT_GUIDE,Ageing & Aesthetics,../output/markdown/clinic__anti-wrinkle-radiance.md,https://www.radianceclinics.com/anti-wrinkle-radiance/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge,Hair Patch and Hair Wig,PATIENT_GUIDE,Other,../output/markdown/hair__hair-patch.md,https://www.radianceclinics.com/hair-patch/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge/top-5-ways-the-millennial-use-for-better-hair-and-skin,Top 5 Ways the Millennial use for Better Hair and Skin,ARTICLE,Skin Health,../output/markdown/clinic__top-5-ways-the-millennial-use-for-better-hair-and-skin.md,https://www.radianceclinics.com/post/top-5-ways-the-millennial-use-for-better-hair-and-skin/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/treatments/aesthetic-dermatology/injectable-aesthetics,Using Botox and Fillers for Anti-Aging Treatments,TREATMENT,Ageing & Aesthetics,../output/markdown/clinic__using-botox-and-fillers-for-anti-aging-treatments.md,https://www.radianceclinics.com/post/using-botox-and-fillers-for-anti-aging-treatments/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/concerns/hair-loss-scalp/hair-loss,The Myths and Reasons for Hair Loss,CONCERN,Hair Loss & Scalp,../output/markdown/clinic__the-myths-and-reasons-for-hair-loss-radiance-skin-and-hair-clinics.md,https://www.radianceclinics.com/post/the-myths-and-reasons-for-hair-loss-radiance-skin-and-hair-clinics/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/about,Spending on Weight Loss is an Ideal Investment,CLINIC_INFO,Clinic & Doctor,../output/markdown/clinic__spending-on-weight-loss-is-an-ideal-investment.md,https://www.radianceclinics.com/post/spending-on-weight-loss-is-an-ideal-investment/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/about,Experience Natural-Looking Hair with Hair Patch,CLINIC_INFO,Clinic & Doctor,../output/markdown/clinic__experience-natural-looking-hair-with-hair-patch.md,https://www.radianceclinics.com/post/experience-natural-looking-hair-with-hair-patch/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/treatments/aesthetic-dermatology/injectable-aesthetics,How Facial Fillers Can Enhance Your Natural Beauty,DOCTOR_ANSWER_CANDIDATE,Ageing & Aesthetics,../output/markdown/clinic__how-facial-fillers-can-enhance-your-natural-beauty.md,https://www.radianceclinics.com/post/how-facial-fillers-can-enhance-your-natural-beauty/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/concerns/other-skin-concerns/moles-and-warts,Say Goodbye to Warts: Transform Your Skin at Radiance Clinic,CONCERN,General Skin Concerns,../output/markdown/clinic__say-goodbye-to-warts-transform-your-skin-at-radiance-clinic.md,https://www.radianceclinics.com/post/say-goodbye-to-warts-transform-your-skin-at-radiance-clinic/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,What Makes Bio Hair Transplant Different from Traditional Methods,DOCTOR_ANSWER_CANDIDATE,Hair Transplant,../output/markdown/hair__what-makes-bio-hair-transplant-different-from-traditional-methods.md,https://www.radianceclinics.com/post/what-makes-bio-hair-transplant-different-from-traditional-methods/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge/winter-skincare-and-hair-care-top-tips-for-radiance-and-health,Winter Skincare and Hair Care: Top Tips for Radiance and Health,ARTICLE,Skin Health,../output/markdown/skin__winter-skincare-and-hair-care-top-tips-for-radiance-and-health.md,https://www.radianceclinics.com/post/winter-skincare-and-hair-care-top-tips-for-radiance-and-health/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,How to Care for Your Scalp After a Hair Transplant,DOCTOR_ANSWER_CANDIDATE,Hair Transplant,../output/markdown/clinic__how-to-care-for-your-scalp-after-a-hair-transplant.md,https://www.radianceclinics.com/post/how-to-care-for-your-scalp-after-a-hair-transplant/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/about,What Is Lip Blushing and How Does It Work,CLINIC_INFO,Clinic & Doctor,../output/markdown/clinic__what-is-lip-blushing-and-how-does-it-work.md,https://www.radianceclinics.com/post/what-is-lip-blushing-and-how-does-it-work/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/acne-scar-treatment-bhubaneswar,Advanced Acne Scar Removal Treatments You Should Know,TREATMENT,Acne Scars,../output/markdown/skin__advanced-acne-scar-removal-treatments-you-should-know.md,https://www.radianceclinics.com/post/advanced-acne-scar-removal-treatments-you-should-know/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/treatments/hair-restoration/prp-gfc-scalp-therapy,What Is GFC Treatment And How Does It Help In Hair Regrowth,DOCTOR_ANSWER_CANDIDATE,Hair Loss & Scalp,../output/markdown/clinic__what-is-gfc-treatment-and-how-does-it-help-in-hair-regrowth.md,https://www.radianceclinics.com/post/what-is-gfc-treatment-and-how-does-it-help-in-hair-regrowth/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/concerns/pigmentation/under-eye-dark-circles,Laser vs. Fillers vs. Creams – What Truly Works for Under Eye Bags,TREATMENT,Ageing & Aesthetics,../output/markdown/clinic__laser-vs-fillers-vs-creams-what-truly-works-for-under-eye-bags.md,https://www.radianceclinics.com/post/laser-vs-fillers-vs-creams-what-truly-works-for-under-eye-bags/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/about,Home Front Page,CLINIC_INFO,Clinic & Doctor,../output/markdown/clinic__home2.md,https://www.radianceclinics.com/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,Hair Transplant in Baripada,LOCATION,Hair Transplant,../output/markdown/clinic__hair-transplant-in-baripada.md,https://www.radianceclinics.com/hair-transplant-in-baripada/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/skin-clinic-bhubaneswar,Chemical Peel,TREATMENT,Skin Health,../output/markdown/skin__chemical-peel.md,https://www.radianceclinics.com/chemical-peel/,,LOW,P1,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge,Vitiligo Treatment,TREATMENT,General Skin Concerns,../output/markdown/clinic__vitiligo-3.md,https://www.radianceclinics.com/vitiligo-3/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge,Hair Wig,PATIENT_GUIDE,Other,../output/markdown/hair__hair-wig.md,https://www.radianceclinics.com/hair-wig/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/skin-clinic-bhubaneswar,Laser Toning,TREATMENT,Skin Health,../output/markdown/skin__lasertoning.md,https://www.radianceclinics.com/treatment/bridal-dermatology/lasertoning/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/skin-clinic-bhubaneswar,Carbon Peel,TREATMENT,Skin Health,../output/markdown/skin__carbonpeel.md,https://www.radianceclinics.com/treatment/bridal-dermatology/carbonpeel/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/skin-clinic-bhubaneswar,Laser Toning,TREATMENT,Skin Health,../output/markdown/skin__laser-toning.md,https://www.radianceclinics.com/treatment/pigmentation/laser-toning/,,LOW,P1,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/skin-clinic-bhubaneswar,Pixel,TREATMENT,Skin Health,../output/markdown/skin__pixel.md,https://www.radianceclinics.com/treatment/acne-scars/pixel/,,LOW,P1,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/skin-clinic-bhubaneswar,Laser Facials,TREATMENT,Skin Health,../output/markdown/skin__laser-facials.md,https://www.radianceclinics.com/treatment/bridal-dermatology/laser-facials/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
